"","NEST_NO","SPECIES","DATE","OBS","EGGNO","LENGTH","WIDTH","LINK","WEBTAG","WEIGHT","RADIO","TAGDATE","Year"
"10190","MLW012","SPEI",2002-05-27,"MLW",2,67.1,46,NA,NA,NA,NA,NA,"2002"
"10191","MLW012","SPEI",2002-05-27,"MLW",3,69.7,46.2,NA,NA,NA,NA,NA,"2002"
"10192","MLW012","SPEI",2002-05-27,"MLW",4,70.2,46,NA,NA,NA,NA,NA,"2002"
"10193","MLW012","SPEI",2002-05-27,"MLW",5,69.2,45.7,NA,NA,NA,NA,NA,"2002"
"10194","MLW012","SPEI",2002-05-27,"MLW",6,67.8,46.2,NA,NA,NA,NA,NA,"2002"
"10195","MLW015","NONE",2002-05-28,"MLW",1,75.4,44.4,NA,NA,NA,NA,NA,"2002"
"10196","MLW015","NONE",2002-05-28,"MLW",2,69.9,44.9,NA,NA,NA,NA,NA,"2002"
"10197","MLW005","SPEI",2002-06-02,"CEF",4,67.3,46.8,NA,NA,NA,NA,NA,"2002"
"10198","MLW005","SPEI",2002-06-02,"CEF",5,66.6,46.7,NA,NA,NA,NA,NA,"2002"
"10199","MLW005","SPEI",2002-06-02,"CEF",6,66.8,45.3,NA,NA,NA,NA,NA,"2002"
"10200","MLW005","SPEI",2002-06-02,"CEF",7,66.4,44.9,NA,NA,NA,NA,NA,"2002"
"10201","MLW003","SPEI",2002-06-02,"CEF",5,65.4,45.7,NA,NA,NA,NA,NA,"2002"
"10202","MLW004","SPEI",2002-06-02,"CEF",6,63,46,NA,NA,NA,NA,NA,"2002"
"10203","MLW007","COEI",2002-06-03,"CEF",5,75.8,51.2,NA,NA,NA,NA,NA,"2002"
"10204","MLW007","COEI",2002-06-03,"CEF",6,73.6,50.2,NA,NA,NA,NA,NA,"2002"
"10205","MLW010","NONE",2002-06-03,"CEF",2,70,45,NA,NA,NA,NA,NA,"2002"
"10206","RMO004","COEI",2002-06-06,"CEF",1,77.5,46.8,NA,NA,NA,NA,NA,"2002"
"10207","RMO004","COEI",2002-06-06,"CEF",2,77.9,50.6,NA,NA,NA,NA,NA,"2002"
"10208","RMO004","COEI",2002-06-06,"CEF",3,76.3,49.3,NA,NA,NA,NA,NA,"2002"
"10209","RMO004","COEI",2002-06-06,"CEF",4,77.8,50.1,NA,NA,NA,NA,NA,"2002"
"10210","TJM176","COEI",2002-06-06,"CEF",1,78.5,47.9,NA,NA,NA,NA,NA,"2002"
"10211","TJM176","COEI",2002-06-06,"CEF",2,79.4,48.6,NA,NA,NA,NA,NA,"2002"
"10212","TJM176","COEI",2002-06-06,"CEF",3,76.4,50,NA,NA,NA,NA,NA,"2002"
"10213","TJM176","COEI",2002-06-06,"CEF",4,77.8,47.1,NA,NA,NA,NA,NA,"2002"
"10214","TJM176","COEI",2002-06-06,"CEF",5,77.5,48.3,NA,NA,NA,NA,NA,"2002"
"10215","TJM176","COEI",2002-06-06,"CEF",6,72.6,46.8,NA,NA,NA,NA,NA,"2002"
"10216","TJM176","COEI",2002-06-06,"CEF",7,76.2,48.7,NA,NA,NA,NA,NA,"2002"
"10217","CEF022","COEI",2002-06-08,"CEF",1,65.5,47.1,NA,NA,NA,NA,NA,"2002"
"10218","CEF022","COEI",2002-06-08,"CEF",2,65.2,46.6,NA,NA,NA,NA,NA,"2002"
"10219","CEF022","COEI",2002-06-08,"CEF",3,65.6,47.7,NA,NA,NA,NA,NA,"2002"
"10220","CEF022","COEI",2002-06-08,"CEF",4,64.2,46.2,NA,NA,NA,NA,NA,"2002"
"10221","CEF022","COEI",2002-06-08,"CEF",5,68.8,47.6,NA,NA,NA,NA,NA,"2002"
"10222","CEF022","COEI",2002-06-08,"CEF",6,67.9,46.6,NA,NA,NA,NA,NA,"2002"
"10223","CEF022","COEI",2002-06-08,"CEF",7,67.1,47.3,NA,NA,NA,NA,NA,"2002"
"10224","MLW016","SPEI",2002-06-10,"MLW",1,71.9,48.2,NA,NA,NA,NA,NA,"2002"
"10225","MLW017","OLDS",2002-06-11,"MLW",1,55.9,37.3,NA,NA,NA,NA,NA,"2002"
"10226","MLW017","OLDS",2002-06-11,"MLW",2,54,39,NA,NA,NA,NA,NA,"2002"
"10227","MLW017","OLDS",2002-06-11,"MLW",3,55.2,38.4,NA,NA,NA,NA,NA,"2002"
"10228","MLW017","OLDS",2002-06-11,"MLW",4,52.6,38.3,NA,NA,NA,NA,NA,"2002"
"10229","MLW017","OLDS",2002-06-11,"MLW",5,55.3,37.7,NA,NA,NA,NA,NA,"2002"
"10230","MLW017","OLDS",2002-06-11,"MLW",6,53,37.9,NA,NA,NA,NA,NA,"2002"
"10231","MLW017","OLDS",2002-06-11,"MLW",7,56.9,36.9,NA,NA,NA,NA,NA,"2002"
"10232","MLW018","NONE",2002-06-14,"MLW",1,74.8,47.1,NA,NA,NA,NA,NA,"2002"
"10233","MLW018","NONE",2002-06-14,"MLW",2,73.1,46.6,NA,NA,NA,NA,NA,"2002"
"10234","RMO044","COEI",2002-06-15,"MLW",1,73.6,49.2,NA,NA,NA,NA,NA,"2002"
"10235","RMO044","COEI",2002-06-15,"MLW",2,77,49.7,NA,NA,NA,NA,NA,"2002"
"10236","RMO044","COEI",2002-06-15,"MLW",3,77,50.5,NA,NA,NA,NA,NA,"2002"
"10237","RMO044","COEI",2002-06-15,"MLW",4,72.2,48.4,NA,NA,NA,NA,NA,"2002"
"10238","RMO044","COEI",2002-06-15,"MLW",5,74.7,50.2,NA,NA,NA,NA,NA,"2002"
"10239","RMO044","COEI",2002-06-15,"MLW",6,75.2,49.8,NA,NA,NA,NA,NA,"2002"
"10240","MLW019","COEI",2002-06-15,"MLW",1,72.8,48.6,NA,NA,NA,NA,NA,"2002"
"10241","MLW019","COEI",2002-06-15,"MLW",2,72.2,48.3,NA,NA,NA,NA,NA,"2002"
"10242","MLW019","COEI",2002-06-15,"MLW",3,68.3,47.5,NA,NA,NA,NA,NA,"2002"
"10243","MLW019","COEI",2002-06-15,"MLW",4,72.6,47.8,NA,NA,NA,NA,NA,"2002"
"10244","RMO022","COEI",2002-06-15,"MLW",1,71,51.7,NA,NA,NA,NA,NA,"2002"
"10245","RMO022","COEI",2002-06-15,"MLW",2,72.1,51.3,NA,NA,NA,NA,NA,"2002"
"10246","RMO022","COEI",2002-06-15,"MLW",3,73.3,51.6,NA,NA,NA,NA,NA,"2002"
"10247","RMO022","COEI",2002-06-15,"MLW",4,70.5,50,NA,NA,NA,NA,NA,"2002"
"10248","RMO022","COEI",2002-06-15,"MLW",5,71.7,52,NA,NA,NA,NA,NA,"2002"
"10249","RMO022","COEI",2002-06-15,"MLW",6,73.5,51.2,NA,NA,NA,NA,NA,"2002"
"10250","MLW020","COEI",2002-06-16,"MLW",1,78.4,50.2,NA,NA,NA,NA,NA,"2002"
"10251","MLW020","COEI",2002-06-16,"MLW",2,81.7,48.6,NA,NA,NA,NA,NA,"2002"
"10252","MLW021","COEI",2002-06-16,"MLW",1,75.9,49.4,NA,NA,NA,NA,NA,"2002"
"10253","MLW021","COEI",2002-06-16,"MLW",2,75.4,49.1,NA,NA,NA,NA,NA,"2002"
"10254","MLW021","COEI",2002-06-16,"MLW",3,73.7,50.3,NA,NA,NA,NA,NA,"2002"
"10255","MLW021","COEI",2002-06-16,"MLW",4,71.2,50,NA,NA,NA,NA,NA,"2002"
"10256","MLW022","COEI",2002-06-18,"MLW",1,76.4,45.1,"Y",0,0,0,2002-06-29,"2002"
"10257","MLW022","COEI",2002-06-18,"MLW",2,77.8,48.8,"Y",0,0,0,2002-06-29,"2002"
"10258","MLW022","COEI",2002-06-18,"MLW",3,74.9,48.2,"Y",0,0,0,2002-06-29,"2002"
"10259","MLW022","COEI",2002-06-18,"MLW",4,74.4,48.5,"Y",0,0,0,2002-06-29,"2002"
"10260","MLW022","COEI",2002-06-18,"MLW",5,75.5,48.3,"Y",0,0,0,2002-06-29,"2002"
"10261","MLW023","SPEI",2002-06-18,"MLW",1,69.4,44.6,NA,NA,NA,NA,NA,"2002"
"10262","MLW023","SPEI",2002-06-18,"MLW",2,71.7,44,NA,NA,NA,NA,NA,"2002"
"10263","MLW023","SPEI",2002-06-18,"MLW",3,70.1,44.4,NA,NA,NA,NA,NA,"2002"
"10264","MLW023","SPEI",2002-06-18,"MLW",4,68.8,44.4,NA,NA,NA,NA,NA,"2002"
"10265","MLW023","SPEI",2002-06-18,"MLW",5,69,43.9,NA,NA,NA,NA,NA,"2002"
"10266","MLW023","SPEI",2002-06-18,"MLW",6,68,44.3,NA,NA,NA,NA,NA,"2002"
"10267","HMW001","COEI",2003-05-18,"HMW",1,76.6,51,NA,NA,NA,NA,NA,"2003"
"10268","HMW001","COEI",2003-05-18,"HMW",2,77.6,49.8,NA,NA,NA,NA,NA,"2003"
"10269","HMW001","COEI",2003-05-18,"HMW",3,74.7,49.3,NA,NA,NA,NA,NA,"2003"
"10270","HMW001","COEI",2003-05-18,"HMW",4,77.5,50.5,NA,NA,NA,NA,NA,"2003"
"10271","HMW002","COEI",2003-05-19,"HMW",1,72.2,49.7,NA,NA,NA,NA,NA,"2003"
"10272","HMW002","COEI",2003-05-19,"HMW",2,72.2,50,NA,NA,NA,NA,NA,"2003"
"10273","HMW002","COEI",2003-05-19,"HMW",3,76.1,49.4,NA,NA,NA,NA,NA,"2003"
"10274","HMW002","COEI",2003-05-19,"HMW",4,75.5,59.4,NA,NA,NA,NA,NA,"2003"
"10275","HMW003","COEI",2003-05-20,"HMW",1,74.3,50.1,NA,NA,NA,NA,NA,"2003"
"10276","HMW003","COEI",2003-05-20,"HMW",2,74.1,49.9,NA,NA,NA,NA,NA,"2003"
"10277","HMW003","COEI",2003-05-20,"HMW",3,74.1,48.5,NA,NA,NA,NA,NA,"2003"
"10278","HMW003","COEI",2003-05-20,"HMW",4,68.6,50.1,NA,NA,NA,NA,NA,"2003"
"10279","HMW003","COEI",2003-05-20,"HMW",5,71.8,50.5,NA,NA,NA,NA,NA,"2003"
"10280","HMW006","SPEI",2003-05-20,"HMW",1,67.6,44.3,NA,NA,NA,NA,NA,"2003"
"10281","HMW006","SPEI",2003-05-20,"HMW",2,68.2,45.9,NA,NA,NA,NA,NA,"2003"
"10282","HMW006","SPEI",2003-05-20,"HMW",3,68.1,45.1,NA,NA,NA,NA,NA,"2003"
"10283","HMW006","SPEI",2003-05-20,"HMW",4,64.2,45.2,NA,NA,NA,NA,NA,"2003"
"10284","HMW006","SPEI",2003-05-20,"HMW",5,70.4,45.3,NA,NA,NA,NA,NA,"2003"
"10285","HMW007","COEI",2003-05-20,"HMW",1,75.2,50.5,NA,NA,NA,NA,NA,"2003"
"10286","HMW007","COEI",2003-05-20,"HMW",2,73.8,51,NA,NA,NA,NA,NA,"2003"
"10287","HMW007","COEI",2003-05-20,"HMW",3,75.4,51,NA,NA,NA,NA,NA,"2003"
"10288","HMW007","COEI",2003-05-20,"HMW",4,77.2,50.7,NA,NA,NA,NA,NA,"2003"
"10289","HMW007","COEI",2003-05-20,"HMW",5,76.2,50.6,NA,NA,NA,NA,NA,"2003"
"10290","HMW008","COEI",2003-05-20,"HMW",1,73.7,50.5,NA,NA,NA,NA,NA,"2003"
"10291","HMW008","COEI",2003-05-20,"HMW",2,74,51.9,NA,NA,NA,NA,NA,"2003"
"10292","HMW008","COEI",2003-05-20,"HMW",3,75.6,50.6,NA,NA,NA,NA,NA,"2003"
"10293","HMW008","COEI",2003-05-20,"HMW",4,73.8,51.2,NA,NA,NA,NA,NA,"2003"
"10294","HMW009","SPEI",2003-05-20,"HMW",1,69.1,45.5,NA,NA,NA,NA,NA,"2003"
"10295","HMW009","SPEI",2003-05-20,"HMW",2,69.3,44.4,NA,NA,NA,NA,NA,"2003"
"10296","HMW010","COEI",2003-05-20,"HMW",1,76.8,50.8,NA,NA,NA,NA,NA,"2003"
"10297","HMW010","COEI",2003-05-20,"HMW",2,75.8,49.2,NA,NA,NA,NA,NA,"2003"
"10298","HMW010","COEI",2003-05-20,"HMW",3,73.4,50.7,NA,NA,NA,NA,NA,"2003"
"10299","HMW010","COEI",2003-05-20,"HMW",4,75.9,49.5,NA,NA,NA,NA,NA,"2003"
"10300","HMW010","COEI",2003-05-20,"HMW",5,80.4,48,NA,NA,NA,NA,NA,"2003"
"10301","HMW010","COEI",2003-05-20,"HMW",6,77.5,50.3,NA,NA,NA,NA,NA,"2003"
"10302","HMW011","RTLO",2003-05-20,"HMW",1,75.5,42.9,NA,NA,NA,NA,NA,"2003"
"10303","HMW013","COEI",2003-05-21,"HMW",1,73.3,50.3,NA,NA,NA,NA,NA,"2003"
"10304","HMW013","COEI",2003-05-21,"HMW",2,74.2,51.2,NA,NA,NA,NA,NA,"2003"
"10305","HMW013","COEI",2003-05-21,"HMW",3,75.4,50.7,NA,NA,NA,NA,NA,"2003"
"10306","HMW013","COEI",2003-05-21,"HMW",4,70.4,51.9,NA,NA,NA,NA,NA,"2003"
"10307","HMW014","COEI",2003-05-21,"HMW",0,0,0,NA,NA,NA,NA,NA,"2003"
"10308","HMW014","COEI",2003-05-21,"HMW",0,0,0,NA,NA,NA,NA,NA,"2003"
"10309","HMW014","COEI",2003-05-21,"HMW",0,0,0,NA,NA,NA,NA,NA,"2003"
"10310","HMW016","COEI",2003-05-22,"HMW",1,75.6,53.4,NA,NA,NA,NA,NA,"2003"
"10311","HMW016","COEI",2003-05-22,"HMW",2,79,52,NA,NA,NA,NA,NA,"2003"
"10312","HMW016","COEI",2003-05-22,"HMW",3,78,52,NA,NA,NA,NA,NA,"2003"
"10313","HMW016","COEI",2003-05-22,"HMW",4,76,50.9,NA,NA,NA,NA,NA,"2003"
"10314","HMW001","COEI",2003-05-22,"HMW",5,75.2,51.4,NA,NA,NA,NA,NA,"2003"
"10315","TJO001","SPEI",2003-05-24,"TJO",1,69.5,46.5,NA,NA,NA,NA,NA,"2003"
"10316","TJO001","SPEI",2003-05-24,"TJO",2,68.3,44.2,NA,NA,NA,NA,NA,"2003"
"10317","TJO001","SPEI",2003-05-24,"TJO",3,68.2,45.4,NA,NA,NA,NA,NA,"2003"
"10318","TJO001","SPEI",2003-05-24,"TJO",4,70.1,45.8,NA,NA,NA,NA,NA,"2003"
"10319","TJO002","COEI",2003-05-24,"TJO",1,76.9,49.2,NA,0,0,0,2003-06-25,"2003"
"10320","TJO005","SPEI",2003-05-24,"TJO",1,66.4,44,NA,NA,NA,NA,NA,"2003"
"10321","TJO005","SPEI",2003-05-24,"TJO",2,68.2,43.8,NA,NA,NA,NA,NA,"2003"
"10322","TJO005","SPEI",2003-05-24,"TJO",3,66.3,44.3,NA,NA,NA,NA,NA,"2003"
"10323","TJO005","SPEI",2003-05-24,"TJO",4,66.9,44.1,NA,NA,NA,NA,NA,"2003"
"10324","TJO005","SPEI",2003-05-24,"TJO",5,68.8,44.1,NA,NA,NA,NA,NA,"2003"
"10325","TJO006","SPEI",2003-05-24,"TJO",1,73.5,45,NA,NA,NA,NA,NA,"2003"
"10326","TJO006","SPEI",2003-05-24,"TJO",2,73.2,45.2,NA,NA,NA,NA,NA,"2003"
"10327","TJO006","SPEI",2003-05-24,"TJO",3,72.3,45.4,NA,NA,NA,NA,NA,"2003"
"10328","TJO006","SPEI",2003-05-24,"TJO",4,72.6,45.7,NA,NA,NA,NA,NA,"2003"
"10329","TJO006","SPEI",2003-05-24,"TJO",5,71,46.6,NA,NA,NA,NA,NA,"2003"
"10330","TJO007","SPEI",2003-05-24,"TJO",1,66.9,44.8,NA,NA,NA,NA,NA,"2003"
"10331","TJO007","SPEI",2003-05-24,"TJO",2,66.9,45.2,NA,NA,NA,NA,NA,"2003"
"10332","TJO007","SPEI",2003-05-24,"TJO",3,68.9,45.4,NA,NA,NA,NA,NA,"2003"
"10333","TJO007","SPEI",2003-05-24,"TJO",4,69.3,44.6,NA,NA,NA,NA,NA,"2003"
"10334","TJO007","SPEI",2003-05-24,"TJO",5,68.4,45.6,NA,NA,NA,NA,NA,"2003"
"10335","TJO008","SPEI",2003-05-24,"TJO",1,66.1,44.9,NA,NA,NA,NA,NA,"2003"
"10336","TJO008","SPEI",2003-05-24,"TJO",2,69.3,44.4,NA,NA,NA,NA,NA,"2003"
"10337","TJO008","SPEI",2003-05-24,"TJO",3,66.6,45.1,NA,NA,NA,NA,NA,"2003"
"10338","TJO008","SPEI",2003-05-24,"TJO",4,66.2,45.8,NA,NA,NA,NA,NA,"2003"
"10339","TJO008","SPEI",2003-05-24,"TJO",5,66.9,46,NA,NA,NA,NA,NA,"2003"
"10340","TJO008","SPEI",2003-05-24,"TJO",6,66.3,45,NA,NA,NA,NA,NA,"2003"
"10341","JLO001","SPEI",2003-05-24,"JLO",1,66.7,45.2,NA,NA,NA,NA,NA,"2003"
"10342","JLO001","SPEI",2003-05-24,"JLO",2,68.6,47.3,NA,NA,NA,NA,NA,"2003"
"10343","JLO001","SPEI",2003-05-24,"JLO",3,68.7,47.1,NA,NA,NA,NA,NA,"2003"
"10344","JLO002","SPEI",2003-05-24,"JLO",1,69.5,46.4,NA,NA,NA,NA,NA,"2003"
"10345","JLO002","SPEI",2003-05-24,"JLO",2,70.5,45.4,NA,NA,NA,NA,NA,"2003"
"10346","JLO002","SPEI",2003-05-24,"JLO",3,69,45.8,NA,NA,NA,NA,NA,"2003"
"10347","JLO003","SPEI",2003-05-24,"JLO",1,66.8,45.4,NA,NA,NA,NA,NA,"2003"
"10348","JLO003","SPEI",2003-05-24,"JLO",2,67.2,45,NA,NA,NA,NA,NA,"2003"
"10349","JLO003","SPEI",2003-05-24,"JLO",3,68.3,45.7,NA,NA,NA,NA,NA,"2003"
"10350","JLO003","SPEI",2003-05-24,"JLO",4,67.1,45.6,NA,NA,NA,NA,NA,"2003"
"10351","JLO003","SPEI",2003-05-24,"JLO",5,66.8,45.1,NA,NA,NA,NA,NA,"2003"
"10352","JLO004","SPEI",2003-05-24,"JLO",1,65.4,45.3,NA,NA,NA,NA,NA,"2003"
"10353","JLO004","SPEI",2003-05-24,"JLO",2,64.6,44,NA,NA,NA,NA,NA,"2003"
"10354","MLW001","OLDS",2003-05-24,"MLW",1,53.7,37.7,NA,NA,NA,NA,NA,"2003"
"10355","MLW001","OLDS",2003-05-24,"MLW",2,53.4,38,NA,NA,NA,NA,NA,"2003"
"10356","MLW001","OLDS",2003-05-24,"MLW",3,56.6,37.6,NA,NA,NA,NA,NA,"2003"
"10357","MLW001","OLDS",2003-05-24,"MLW",4,54.8,38.6,NA,NA,NA,NA,NA,"2003"
"10358","MLW001","OLDS",2003-05-24,"MLW",5,55.2,38.2,NA,NA,NA,NA,NA,"2003"
"10359","MLW001","OLDS",2003-05-24,"MLW",6,53.7,38.9,NA,NA,NA,NA,NA,"2003"
"10360","MLW001","OLDS",2003-05-24,"MLW",7,53.5,38.4,NA,NA,NA,NA,NA,"2003"
"10361","MLW002","COEI",2003-05-24,"MLW",1,76.2,49.5,NA,NA,NA,NA,NA,"2003"
"10362","MLW002","COEI",2003-05-24,"MLW",2,77.2,49.3,NA,NA,NA,NA,NA,"2003"
"10363","MLW002","COEI",2003-05-24,"MLW",3,78.8,46.9,NA,NA,NA,NA,NA,"2003"
"10364","MLW002","COEI",2003-05-24,"MLW",4,76.7,49.1,NA,NA,NA,NA,NA,"2003"
"10365","MLW002","COEI",2003-05-24,"MLW",5,78,47.8,NA,NA,NA,NA,NA,"2003"
"10366","MLW002","COEI",2003-05-24,"MLW",6,74,46.8,NA,NA,NA,NA,NA,"2003"
"10367","MLW002","COEI",2003-05-24,"MLW",7,76,47.8,NA,NA,NA,NA,NA,"2003"
"10368","HCW001","COEI",2003-05-24,"HCW",1,71.8,49.4,NA,NA,NA,NA,NA,"2003"
"10369","HCW001","COEI",2003-05-24,"HCW",2,69.5,48.6,NA,NA,NA,NA,NA,"2003"
"10370","HCW001","COEI",2003-05-24,"HCW",3,72.4,49.7,NA,NA,NA,NA,NA,"2003"
"10371","HCW001","COEI",2003-05-24,"HCW",4,72.6,50.1,NA,NA,NA,NA,NA,"2003"
"10372","HCW001","COEI",2003-05-24,"HCW",5,70.8,48.1,NA,NA,NA,NA,NA,"2003"
"10373","HCW001","COEI",2003-05-24,"HCW",6,70.6,49.5,NA,NA,NA,NA,NA,"2003"
"10374","HCW001","COEI",2003-05-24,"HCW",7,73.9,49.8,NA,NA,NA,NA,NA,"2003"
"10375","HCW002","RTLO",2003-05-24,"HCW",1,74.8,42.7,NA,NA,NA,NA,NA,"2003"
"10376","HCW002","RTLO",2003-05-24,"HCW",2,72.6,43.4,NA,NA,NA,NA,NA,"2003"
"10377","HCW003","SPEI",2003-05-24,"HCW",1,68.7,46.6,NA,NA,NA,NA,NA,"2003"
"10378","HCW003","SPEI",2003-05-24,"HCW",2,69.6,46.6,NA,NA,NA,NA,NA,"2003"
"10379","HCW003","SPEI",2003-05-24,"HCW",3,68.1,46.1,NA,NA,NA,NA,NA,"2003"
"10380","HCW003","SPEI",2003-05-24,"HCW",4,67.5,45.9,NA,NA,NA,NA,NA,"2003"
"10381","HCW003","SPEI",2003-05-24,"HCW",5,71,46.9,NA,NA,NA,NA,NA,"2003"
"10382","HCW004","COEI",2003-05-24,"HCW",1,78,52.1,NA,NA,NA,NA,NA,"2003"
"10383","HCW004","COEI",2003-05-24,"HCW",2,76.3,50.7,NA,NA,NA,NA,NA,"2003"
"10384","HCW004","COEI",2003-05-24,"HCW",3,76.7,52.1,NA,NA,NA,NA,NA,"2003"
"10385","HCW004","COEI",2003-05-24,"HCW",4,74,52.4,NA,NA,NA,NA,NA,"2003"
"10386","HCW004","COEI",2003-05-24,"HCW",5,74.9,52.8,NA,NA,NA,NA,NA,"2003"
"10387","HCW005","RTLO",2003-05-24,"HCW",1,70.1,45.8,NA,NA,NA,NA,NA,"2003"
"10388","HCW005","RTLO",2003-05-24,"HCW",2,70.3,45.4,NA,NA,NA,NA,NA,"2003"
"10389","HCW006","COEI",2003-05-24,"HCW",1,75.6,49.1,NA,NA,NA,NA,NA,"2003"
"10390","HCW006","COEI",2003-05-24,"HCW",2,78.9,48.8,NA,NA,NA,NA,NA,"2003"
"10391","HCW006","COEI",2003-05-24,"HCW",3,76.4,49.7,NA,NA,NA,NA,NA,"2003"
"10392","HCW006","COEI",2003-05-24,"HCW",4,75.6,51.5,NA,NA,NA,NA,NA,"2003"
"10393","HCW006","COEI",2003-05-24,"HCW",5,79.6,50.6,NA,NA,NA,NA,NA,"2003"
"10394","HCW006","COEI",2003-05-24,"HCW",6,74.7,49.4,NA,NA,NA,NA,NA,"2003"
"10395","HCW007","SPEI",2003-05-24,"HCW",1,72.5,46.2,NA,NA,NA,NA,NA,"2003"
"10396","HCW007","SPEI",2003-05-24,"HCW",2,71.8,47.8,NA,NA,NA,NA,NA,"2003"
"10397","HCW007","SPEI",2003-05-24,"HCW",3,68.9,46.9,NA,NA,NA,NA,NA,"2003"
"10398","HCW007","SPEI",2003-05-24,"HCW",4,68,45.4,NA,NA,NA,NA,NA,"2003"
"10399","HCW007","SPEI",2003-05-24,"HCW",5,67.8,47.1,NA,NA,NA,NA,NA,"2003"
"10400","HCW007","SPEI",2003-05-24,"HCW",6,67.5,46.3,NA,NA,NA,NA,NA,"2003"
"10401","HMW017","COEI",2003-05-24,"HMW",1,71.5,50.8,NA,NA,NA,NA,NA,"2003"
"10402","HMW017","COEI",2003-05-24,"HMW",2,70.6,49.6,NA,NA,NA,NA,NA,"2003"
"10403","HMW018","COEI",2003-05-24,"HMW",1,77.6,49.1,NA,NA,NA,NA,NA,"2003"
"10404","HMW018","COEI",2003-05-24,"HMW",2,74.1,49,NA,NA,NA,NA,NA,"2003"
"10405","HMW018","COEI",2003-05-24,"HMW",3,75.4,48.5,NA,NA,NA,NA,NA,"2003"
"10406","HMW018","COEI",2003-05-24,"HMW",4,73.1,48,NA,NA,NA,NA,NA,"2003"
"10407","HMW018","COEI",2003-05-24,"HMW",5,74.1,48.4,NA,NA,NA,NA,NA,"2003"
"10408","HMW019","COEI",2003-05-24,"HMW",1,77.5,49.8,NA,NA,NA,NA,NA,"2003"
"10409","HMW019","COEI",2003-05-24,"HMW",2,76.8,50,NA,NA,NA,NA,NA,"2003"
"10410","HMW019","COEI",2003-05-24,"HMW",3,72.8,53,NA,NA,NA,NA,NA,"2003"
"10411","HMW019","COEI",2003-05-24,"HMW",4,74.7,50.6,NA,NA,NA,NA,NA,"2003"
"10412","HMW019","COEI",2003-05-24,"HMW",5,75.1,48.8,NA,NA,NA,NA,NA,"2003"
"10413","HMW019","COEI",2003-05-24,"HMW",6,77,48.2,NA,NA,NA,NA,NA,"2003"
"10414","HMW019","COEI",2003-05-24,"HMW",7,78.2,49.6,NA,NA,NA,NA,NA,"2003"
"10415","HMW019","COEI",2003-05-24,"HMW",8,74.5,49.7,NA,NA,NA,NA,NA,"2003"
"10416","HMW019","COEI",2003-05-24,"HMW",9,74.1,50.7,NA,NA,NA,NA,NA,"2003"
"10417","HMW020","SPEI",2003-05-24,"HMW",1,62.9,44.4,NA,NA,NA,NA,NA,"2003"
"10418","HMW020","SPEI",2003-05-24,"HMW",2,66.9,45.8,NA,NA,NA,NA,NA,"2003"
"10419","HMW020","SPEI",2003-05-24,"HMW",3,64.1,46.2,NA,NA,NA,NA,NA,"2003"
"10420","HMW020","SPEI",2003-05-24,"HMW",4,65.2,45.2,NA,NA,NA,NA,NA,"2003"
"10421","HMW020","SPEI",2003-05-24,"HMW",5,66.1,46.1,NA,NA,NA,NA,NA,"2003"
"10422","HMW020","SPEI",2003-05-24,"HMW",6,62.8,47,NA,NA,NA,NA,NA,"2003"
"10423","HMW021","COEI",2003-05-24,"HMW",1,79.1,50,NA,NA,NA,NA,NA,"2003"
"10424","HMW021","COEI",2003-05-24,"HMW",2,78.3,50.5,NA,NA,NA,NA,NA,"2003"
"10425","HMW021","COEI",2003-05-24,"HMW",3,76.1,50.5,NA,NA,NA,NA,NA,"2003"
"10426","HMW022","COEI",2003-05-24,"HMW",1,77.1,50,NA,NA,NA,NA,NA,"2003"
"10427","HMW022","COEI",2003-05-24,"HMW",2,75.6,50.4,NA,NA,NA,NA,NA,"2003"
"10428","HMW022","COEI",2003-05-24,"HMW",3,75.8,50.8,NA,NA,NA,NA,NA,"2003"
"10429","HMW022","COEI",2003-05-24,"HMW",4,74.6,50.2,NA,NA,NA,NA,NA,"2003"
"10430","HMW022","COEI",2003-05-24,"HMW",5,77.1,50.7,NA,NA,NA,NA,NA,"2003"
"10431","HMW022","COEI",2003-05-24,"HMW",6,74.6,50.1,NA,NA,NA,NA,NA,"2003"
"10432","HMW023","COEI",2003-05-24,"HMW",1,71,49.6,NA,NA,NA,NA,NA,"2003"
"10433","HMW023","COEI",2003-05-24,"HMW",2,76.1,49.4,NA,NA,NA,NA,NA,"2003"
"10434","HMW023","COEI",2003-05-24,"HMW",3,76,49.6,NA,NA,NA,NA,NA,"2003"
"10435","HMW023","COEI",2003-05-24,"HMW",4,76.1,49.4,NA,NA,NA,NA,NA,"2003"
"10436","HMW023","COEI",2003-05-24,"HMW",5,77.5,49.5,NA,NA,NA,NA,NA,"2003"
"10437","HMW023","COEI",2003-05-24,"HMW",6,75.5,49.2,NA,NA,NA,NA,NA,"2003"
"10438","HMW024","SPEI",2003-05-24,"HMW",1,74.8,49.2,NA,NA,NA,NA,NA,"2003"
"10439","HMW024","SPEI",2003-05-24,"HMW",2,76.2,49.2,NA,NA,NA,NA,NA,"2003"
"10440","HMW024","SPEI",2003-05-24,"HMW",3,75.1,45,NA,NA,NA,NA,NA,"2003"
"10441","HMW024","SPEI",2003-05-24,"HMW",4,73.9,49.9,NA,NA,NA,NA,NA,"2003"
"10442","HMW025","RTLO",2003-05-24,"HMW",1,71.7,44.9,NA,NA,NA,NA,NA,"2003"
